frame,fps,timecode,physical_simulation_time_s,camera,phase,voiceover_cue,foley_cue,timing_distinction
195,30,00:00:06:14,6.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
196,30,00:00:06:15,6.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
197,30,00:00:06:16,6.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
198,30,00:00:06:17,6.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
199,30,00:00:06:18,6.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
200,30,00:00:06:19,6.633333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
201,30,00:00:06:20,6.666666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
202,30,00:00:06:21,6.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
203,30,00:00:06:22,6.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
204,30,00:00:06:23,6.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
205,30,00:00:06:24,6.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
206,30,00:00:06:25,6.833333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
207,30,00:00:06:26,6.866666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
208,30,00:00:06:27,6.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
209,30,00:00:06:28,6.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
210,30,00:00:06:29,6.966666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
211,30,00:00:07:00,7.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
212,30,00:00:07:01,7.033333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
213,30,00:00:07:02,7.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
214,30,00:00:07:03,7.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
215,30,00:00:07:04,7.133333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
216,30,00:00:07:05,7.166666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
217,30,00:00:07:06,7.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
218,30,00:00:07:07,7.233333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
219,30,00:00:07:08,7.266666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
220,30,00:00:07:09,7.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
221,30,00:00:07:10,7.333333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
222,30,00:00:07:11,7.366666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
223,30,00:00:07:12,7.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
224,30,00:00:07:13,7.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
225,30,00:00:07:14,7.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
226,30,00:00:07:15,7.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
227,30,00:00:07:16,7.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
228,30,00:00:07:17,7.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
229,30,00:00:07:18,7.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
230,30,00:00:07:19,7.633333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
231,30,00:00:07:20,7.666666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
232,30,00:00:07:21,7.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
233,30,00:00:07:22,7.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
234,30,00:00:07:23,7.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
235,30,00:00:07:24,7.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
236,30,00:00:07:25,7.833333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
237,30,00:00:07:26,7.866666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
238,30,00:00:07:27,7.9,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
239,30,00:00:07:28,7.933333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
240,30,00:00:07:29,7.966666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
241,30,00:00:08:00,8.0,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
242,30,00:00:08:01,8.033333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
243,30,00:00:08:02,8.066666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
244,30,00:00:08:03,8.1,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
245,30,00:00:08:04,8.133333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
246,30,00:00:08:05,8.166666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
247,30,00:00:08:06,8.2,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
248,30,00:00:08:07,8.233333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
249,30,00:00:08:08,8.266666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
250,30,00:00:08:09,8.3,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
251,30,00:00:08:10,8.333333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
252,30,00:00:08:11,8.366666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
253,30,00:00:08:12,8.4,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
254,30,00:00:08:13,8.433333333333334,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
255,30,00:00:08:14,8.466666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
256,30,00:00:08:15,8.5,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
257,30,00:00:08:16,8.533333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
258,30,00:00:08:17,8.566666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
259,30,00:00:08:18,8.6,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
260,30,00:00:08:19,8.633333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
261,30,00:00:08:20,8.666666666666666,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
262,30,00:00:08:21,8.7,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
263,30,00:00:08:22,8.733333333333333,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
264,30,00:00:08:23,8.766666666666667,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
265,30,00:00:08:24,8.8,Exhibit_camera / editorial plate push,The complete assembly,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
